"Notes","Residence State","Residence State Code","Year","Year Code",Deaths,Population,Crude Rate
,"Minnesota","27","2022 (provisional)","2022",1304,779368,167.3
,"Minnesota","27","2023 (provisional and partial)","2023",266,779368,34.1
"Total","Minnesota","27",,,5755,4652883,123.7
,"Mississippi","28","2018","2018",897,374764,239.4
,"Mississippi","28","2019","2019",920,375826,244.8
,"Mississippi","28","2020","2020",1203,373963,321.7
,"Mississippi","28","2021","2021",1363,374456,364.0
,"Mississippi","28","2022 (provisional)","2022",1131,374456,302.0
,"Mississippi","28","2023 (provisional and partial)","2023",307,374456,82.0
"Total","Mississippi","28",,,5821,2247921,259.0
,"Missouri","29","2018","2018",1646,791279,208.0
,"Missouri","29","2019","2019",1634,797518,204.9
,"Missouri","29","2020","2020",1976,801357,246.6
,"Missouri","29","2021","2021",2194,811973,270.2
,"Missouri","29","2022 (provisional)","2022",1992,811973,245.3
,"Missouri","29","2023 (provisional and partial)","2023",424,811973,52.2
"Total","Missouri","29",,,9866,4826073,204.4
,"Montana","30","2018","2018",213,133737,159.3
,"Montana","30","2019","2019",236,135406,174.3
,"Montana","30","2020","2020",300,138126,217.2
,"Montana","30","2021","2021",365,143742,253.9
,"Montana","30","2022 (provisional)","2022",359,143742,249.8
,"Montana","30","2023 (provisional and partial)","2023",81,143742,56.4
"Total","Montana","30",,,1554,838495,185.3
,"Nebraska","31","2018","2018",317,255587,124.0
,"Nebraska","31","2019","2019",321,255633,125.6
,"Nebraska","31","2020","2020",408,254617,160.2
,"Nebraska","31","2021","2021",416,257489,161.6
,"Nebraska","31","2022 (provisional)","2022",403,257489,156.5
,"Nebraska","31","2023 (provisional and partial)","2023",103,257489,40.0
"Total","Nebraska","31",,,1968,1538304,127.9
,"Nevada","32","2018","2018",673,428746,157.0
,"Nevada","32","2019","2019",621,438950,141.5
,"Nevada","32","2020","2020",795,452363,175.7
,"Nevada","32","2021","2021",1070,458184,233.5
,"Nevada","32","2022 (provisional)","2022",973,458184,212.4
,"Nevada","32","2023 (provisional and partial)","2023",262,458184,57.2
"Total","Nevada","32",,,4394,2694611,163.1
,"New Hampshire","33","2018","2018",292,163078,179.1
,"New Hampshire","33","2019","2019",324,166811,194.2
,"New Hampshire","33","2020","2020",297,170740,173.9
,"New Hampshire","33","2021","2021",367,178188,206.0
,"New Hampshire","33","2022 (provisional)","2022",338,178188,189.7
,"New Hampshire","33","2023 (provisional and partial)","2023",104,178188,58.4
"Total","New Hampshire","33",,,1722,1035193,166.3
,"New Jersey","34","2018","2018",1835,1154273,159.0
,"New Jersey","34","2019","2019",1767,1153179,153.2
,"New Jersey","34","2020","2020",2141,1158641,184.8
,"New Jersey","34","2021","2021",2174,1221519,178.0
,"New Jersey","34","2022 (provisional)","2022",1963,1221519,160.7
,"New Jersey","34","2023 (provisional and partial)","2023",550,1221519,45.0
"Total","New Jersey","34",,,10430,7130650,146.3
,"New Mexico","35","2018","2018",680,271742,250.2
,"New Mexico","35","2019","2019",786,273997,286.9
,"New Mexico","35","2020","2020",1075,277530,387.3
,"New Mexico","35","2021","2021",1312,281646,465.8
,"New Mexico","35","2022 (provisional)","2022",1125,281646,399.4
,"New Mexico","35","2023 (provisional and partial)","2023",250,281646,88.8
"Total","New Mexico","35",,,5228,1668207,313.4
,"New York","36","2018","2018",3057,2666279,114.7
,"New York","36","2019","2019",3191,2673653,119.3
,"New York","36","2020","2020",4557,2677905,170.2
,"New York","36","2021","2021",4493,2750754,163.3
,"New York","36","2022 (provisional)","2022",4323,2750754,157.2
,"New York","36","2023 (provisional and partial)","2023",1228,2750754,44.6
"Total","New York","36",,,20849,16270099,128.1
,"North Carolina","37","2018","2018",2385,1323190,180.2
,"North Carolina","37","2019","2019",2433,1344753,180.9
,"North Carolina","37","2020","2020",3083,1370921,224.9
,"North Carolina","37","2021","2021",3695,1384010,267.0
,"North Carolina","37","2022 (provisional)","2022",3418,1384010,247.0
,"North Carolina","37","2023 (provisional and partial)","2023",990,1384010,71.5
"Total","North Carolina","37",,,16004,8190894,195.4
,"North Dakota","38","2018","2018",154,103542,148.7
,"North Dakota","38","2019","2019",188,105114,178.9
,"North Dakota","38","2020","2020",229,106571,214.9
,"North Dakota","38","2021","2021",226,108666,208.0
,"North Dakota","38","2022 (provisional)","2022",247,108666,227.3
,"North Dakota","38","2023 (provisional and partial)","2023",64,108666,58.9
"Total","North Dakota","38",,,1108,641225,172.8
,"Ohio","39","2018","2018",3114,1462599,212.9
,"Ohio","39","2019","2019",3148,1477095,213.1
,"Ohio","39","2020","2020",3723,1494447,249.1
,"Ohio","39","2021","2021",4207,1526189,275.7
,"Ohio","39","2022 (provisional)","2022",3717,1526189,243.5
,"Ohio","39","2023 (provisional and partial)","2023",1030,1526189,67.5
"Total","Ohio","39",,,18939,9012708,210.1
,"Oklahoma","40","2018","2018",996,523779,190.2
,"Oklahoma","40","2019","2019",1029,528353,194.8
,"Oklahoma","40","2020","2020",1228,532846,230.5
,"Oklahoma","40","2021","2021",1481,538782,274.9
,"Oklahoma","40","2022 (provisional)","2022",1388,538782,257.6
,"Oklahoma","40","2023 (provisional and partial)","2023",379,538782,70.3
"Total","Oklahoma","40",,,6501,3201324,203.1
,"Oregon","41","2018","2018",683,588089,116.1
,"Oregon","41","2019","2019",745,597294,124.7
,"Oregon","41","2020","2020",874,606486,144.1
,"Oregon","41","2021","2021",1114,613812,181.5
,"Oregon","41","2022 (provisional)","2022",1167,613812,190.1
,"Oregon","41","2023 (provisional and partial)","2023",328,613812,53.4
"Total","Oregon","41",,,4911,3633305,135.2
,"Pennsylvania","42","2018","2018",3122,1613124,193.5
,"Pennsylvania","42","2019","2019",3078,1639279,187.8
,"Pennsylvania","42","2020","2020",3539,1661305,213.0
,"Pennsylvania","42","2021","2021",3862,1710051,225.8
,"Pennsylvania","42","2022 (provisional)","2022",3558,1710051,208.1
,"Pennsylvania","42","2023 (provisional and partial)","2023",952,1710051,55.7
"Total","Pennsylvania","42",,,18111,10043861,180.3
,"Rhode Island","44","2018","2018",188,135267,139.0
,"Rhode Island","44","2019","2019",217,138728,156.4
,"Rhode Island","44","2020","2020",234,141174,165.8
,"Rhode Island","44","2021","2021",259,149770,172.9
,"Rhode Island","44","2022 (provisional)","2022",237,149770,158.2
,"Rhode Island","44","2023 (provisional and partial)","2023",72,149770,48.1
"Total","Rhode Island","44",,,1207,864479,139.6
,"South Carolina","45","2018","2018",1349,635513,212.3
,"South Carolina","45","2019","2019",1379,649573,212.3
,"South Carolina","45","2020","2020",1701,664743,255.9
,"South Carolina","45","2021","2021",2083,669545,311.1
,"South Carolina","45","2022 (provisional)","2022",1907,669545,284.8
,"South Carolina","45","2023 (provisional and partial)","2023",499,669545,74.5
"Total","South Carolina","45",,,8918,3958464,225.3
,"South Dakota","46","2018","2018",172,113348,151.7
,"South Dakota","46","2019","2019",205,113977,179.9
,"South Dakota","46","2020","2020",268,114285,234.5
,"South Dakota","46","2021","2021",289,114879,251.6
,"South Dakota","46","2022 (provisional)","2022",309,114879,269.0
,"South Dakota","46","2023 (provisional and partial)","2023",68,114879,59.2
"Total","South Dakota","46",,,1311,686247,191.0
,"Tennessee","47","2018","2018",1947,871486,223.4
,"Tennessee","47","2019","2019",1974,887898,222.3
,"Tennessee","47","2020","2020",2623,902563,290.6
,"Tennessee","47","2021","2021",3229,929234,347.5
,"Tennessee","47","2022 (provisional)","2022",2795,929234,300.8
,"Tennessee","47","2023 (provisional and partial)","2023",801,929234,86.2
"Total","Tennessee","47",,,13369,5449649,245.3
,"Texas","48","2018","2018",5523,4107348,134.5
,"Texas","48","2019","2019",5588,4169318,134.0
,"Texas","48","2020","2020",7097,4237041,167.5
,"Texas","48","2021","2021",8995,4281281,210.1
,"Texas","48","2022 (provisional)","2022",7574,4281281,176.9
,"Texas","48","2023 (provisional and partial)","2023",1913,4281281,44.7
"Total","Texas","48",,,36690,25357550,144.7
,"Utah","49","2018","2018",634,449036,141.2
,"Utah","49","2019","2019",643,451672,142.4
,"Utah","49","2020","2020",724,453756,159.6
,"Utah","49","2021","2021",805,466668,172.5
,"Utah","49","2022 (provisional)","2022",698,466668,149.6
,"Utah","49","2023 (provisional and partial)","2023",197,466668,42.2
"Total","Utah","49",,,3701,2754468,134.4
,"Vermont","50","2018","2018",142,73162,194.1
,"Vermont","50","2019","2019",131,73471,178.3
,"Vermont","50","2020","2020",156,74151,210.4
,"Vermont","50","2021","2021",163,78759,207.0
,"Vermont","50","2022 (provisional)","2022",171,78759,217.1
,"Vermont","50","2023 (provisional and partial)","2023",62,78759,78.7
"Total","Vermont","50",,,825,457061,180.5
,"Virginia","51","2018","2018",1626,1164754,139.6
,"Virginia","51","2019","2019",1639,1170168,140.1
,"Virginia","51","2020","2020",2069,1179507,175.4
,"Virginia","51","2021","2021",2370,1193395,198.6
,"Virginia","51","2022 (provisional)","2022",2266,1193395,189.9
,"Virginia","51","2023 (provisional and partial)","2023",616,1193395,51.6
"Total","Virginia","51",,,10586,7094614,149.2
,"Washington","53","2018","2018",1276,1099897,116.0
,"Washington","53","2019","2019",1281,1129589,113.4
,"Washington","53","2020","2020",1552,1162429,133.5
,"Washington","53","2021","2021",1907,1186753,160.7
,"Washington","53","2022 (provisional)","2022",2060,1186753,173.6
,"Washington","53","2023 (provisional and partial)","2023",626,1186753,52.7
"Total","Washington","53",,,8702,6952174,125.2
,"West Virginia","54","2018","2018",620,210978,293.9
,"West Virginia","54","2019","2019",659,208549,316.0
,"West Virginia","54","2020","2020",793,207905,381.4
,"West Virginia","54","2021","2021",932,210449,442.9
,"West Virginia","54","2022 (provisional)","2022",809,210449,384.4
,"West Virginia","54","2023 (provisional and partial)","2023",180,210449,85.5
"Total","West Virginia","54",,,3993,1258779,317.2
,"Wisconsin","55","2018","2018",1085,734739,147.7
,"Wisconsin","55","2019","2019",1078,735079,146.7
,"Wisconsin","55","2020","2020",1406,734464,191.4
,"Wisconsin","55","2021","2021",1550,744772,208.1
,"Wisconsin","55","2022 (provisional)","2022",1483,744772,199.1
,"Wisconsin","55","2023 (provisional and partial)","2023",395,744772,53.0
"Total","Wisconsin","55",,,6997,4438598,157.6
,"Wyoming","56","2018","2018",140,78057,179.4
,"Wyoming","56","2019","2019",138,78140,176.6
,"Wyoming","56","2020","2020",184,78202,235.3
,"Wyoming","56","2021","2021",204,77921,261.8
,"Wyoming","56","2022 (provisional)","2022",173,77921,222.0
,"Wyoming","56","2023 (provisional and partial)","2023",46,77921,59.0
"Total","Wyoming","56",,,885,468162,189.0
"Total",,,,,450023,268740976,167.5
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"Single-Year Ages: 30 years; 31 years; 32 years; 33 years; 34 years; 35 years; 36 years; 37 years; 38 years; 39 years"
"Group By: Residence State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: May 21, 2023 2:19:38 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on May 21, 2023 2:19:38"
"AM"
"---"
Caveats:
"1. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"2. The population figures for years 2021 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2021 postcensal series based on the April 2020 Census counts, released by the Census Bureau on June 30, 2022. The population"
"figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based"
"on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"3. Deaths occurring through April 22, 2023 as of May 07, 2023."
